target,my_your_sabun_x,my_your_sabun_y,my_ball_sabun_x,my_ball_sabun_y,your_ball_sabun_x,your_ball_sabun_y
0,3.909392324,0.718799302,1.170651488,0.32843037,1.018208029,1.047229672
0,4.355712595,0.829001566,2.955080388,2.354368842,2.203505216,3.183370408
0,4.076404762,1.57414931,3.552911774,1.100701342,3.839199389,2.674850652
0,3.208625341,1.280838983,1.694344753,2.872631581,3.147566666,4.153470564
0,4.355390665,2.515872211,2.279398137,3.228413568,1.360515876,5.744285779
0,4.917308636,1.476083487,4.785306281,0.588548376,4.103132642,2.064631863
0,3.250338286,3.173453273,2.645431477,2.314973667,3.481768032,0.858479606
0,3.94835016,4.239455438,2.634126316,0.959169688,1.729188027,3.28028575
0,3.598391823,3.526444381,1.897368425,2.010014081,2.290923486,1.516430301
0,4.133918928,2.281831529,3.948999949,0.360679848,3.706560261,2.642511377
0,3.463184891,1.538106599,3.372979605,2.279151328,4.80263156,3.817257927
0,3.091283268,2.543161333,2.850666542,1.300704654,4.410087452,1.242456679
0,4.431985527,1.846918164,1.701600279,2.593531622,2.127753651,4.440449787
0,4.827856938,2.365257034,4.002274568,2.614777318,3.305102702,4.980034352
0,4.596164837,2.576283019,4.413434766,0.924698609,3.107751272,3.500981627
0,3.2567022,3.181327634,0.631062585,0.481389928,2.305306026,3.662717561
0,4.453350526,2.825990902,2.513772834,0.171839208,1.164953489,2.654151694
0,3.291129669,2.650003165,1.652186442,2.063927927,2.973439385,0.586075238
0,4.514047816,0.71405438,2.08546629,1.206835583,1.028383011,0.492781203
0,4.326531286,0.953997021,2.852375545,2.798815983,2.490469504,3.752813004
0,4.208447702,2.718329215,2.838744239,1.529820698,1.635934082,4.248149914
0,4.172748298,3.064273039,4.167795107,1.022955982,4.205482555,4.087229021
0,3.494968099,3.714402986,1.16451478,2.437308554,0.727720941,1.277094433
0,4.988704362,2.2795665,3.939974735,1.561196166,2.881256839,0.718370334
0,4.668319104,1.60847091,4.287753852,2.740250272,3.792975705,4.348721183
0,4.34995563,1.340480308,2.685023651,0.643660593,1.904434284,0.696819715
0,3.683278797,3.856334165,1.866131927,2.144207463,1.404042275,1.712126702
0,3.285632963,3.766165624,1.317655644,2.030772312,1.430737066,1.735393313
0,3.80194554,1.772116337,3.504182678,1.266166979,4.150543945,3.038283316
0,4.429812074,1.577306497,3.218133295,0.055865064,2.005969625,1.633171561
0,4.526386657,1.61081487,2.921510749,1.6494702,1.99899264,3.26028507
0,4.283737414,2.587228705,3.718147534,0.852460516,3.106839976,3.439689221
0,4.652188206,1.531706884,4.582131192,1.680609071,4.311825797,0.148902188
0,4.52866803,1.489881229,3.704428991,3.272947559,4.054871241,4.762828788
0,3.223491299,2.950298337,1.417696913,1.349755537,1.567615732,4.300053874
0,3.224467135,1.919729243,1.183716311,0.989661396,2.026636829,0.930067848
0,4.999253165,3.102472178,3.631171563,1.746461642,2.497024566,1.356010536
0,3.522831047,0.967060944,3.040097444,1.182353029,4.089518108,2.149413973
0,3.929933191,3.960262505,2.325623673,2.241964442,2.684600024,1.718298063
0,4.790750663,3.327483891,3.646979887,3.023762684,3.171697431,0.303721207
0,3.30436275,1.40257924,2.587703966,1.274369422,4.273897777,0.128209818
0,4.520806705,0.973971652,2.332290026,1.366563247,0.851552462,0.392591595
0,4.235669376,0.956044759,3.304620665,0.15262818,4.026771078,0.803416578
0,4.913020379,2.212221774,2.925206336,0.242199212,1.048129735,1.970022562
0,3.612164793,1.84895214,1.754308746,1.05894223,1.354592365,0.79000991
0,3.977560527,3.631090641,3.846848064,0.374448045,3.935340293,3.256642596
0,4.447529788,0.703464013,3.530288528,0.42501571,4.033317542,1.128479723
0,3.711539679,3.930936865,1.598216746,2.753111411,2.34628783,1.177825454
0,3.169061471,1.661038343,1.964694675,2.366554192,2.107617283,4.027592535
0,4.019361753,0.924623743,1.51708769,2.249925723,0.794488019,3.174549466
0,4.199439739,2.130009489,2.443179766,1.814554225,2.299233155,3.944563715
0,4.321777006,2.863488759,2.168251579,0.954301459,1.165025546,3.817790218
0,4.253407708,3.800523688,2.890228247,0.771524483,3.510232124,3.028999205
0,4.64991056,2.31121289,1.934266616,1.789666888,0.524440689,0.521546002
0,3.062258681,2.902035319,0.628218296,2.343514158,0.741401646,0.558521161
0,3.439186193,1.341969635,1.652767887,1.814573368,1.890030098,3.156543003
0,4.958241145,1.358961725,4.211650293,2.960713468,3.272680803,4.319675193
0,3.829344341,3.13508628,2.970938096,0.458637383,3.196121406,2.676448897
0,3.747933695,2.624968411,2.404862961,0.504999526,2.333054309,3.129967937
0,3.003139939,3.018335488,2.230203402,1.979450359,3.204582414,1.038885128
0,3.571419331,2.215126282,3.426398101,1.700191385,3.689563986,0.514934897
0,3.820426058,3.411641859,2.199719578,0.023384705,2.799104563,3.435026564
0,3.868040633,1.512885246,1.208307425,1.561686624,0.674037846,3.074571869
0,4.575577458,3.921124104,4.439452758,3.363992216,3.554294771,0.557131889
0,4.419398888,2.480487844,3.759108683,0.396146328,2.924021866,2.084341516
0,4.47533465,3.183405876,2.464045932,0.47961717,1.140374609,2.703788706
0,4.987617411,2.369892935,3.285853026,0.370120429,2.067951755,1.999772506
0,3.788607611,2.23739799,2.259760431,1.441276445,2.926680493,0.796121544
0,3.881840481,2.383785895,1.739525707,0.532997333,1.490170128,1.850788562
0,3.943705784,2.662841102,3.075837011,1.958457422,3.423577738,0.704383681
0,4.426462998,0.971110542,1.813579832,1.853347609,1.126635242,2.824458151
1,0.707534562,1.394666829,1.251871957,1.003896488,0.544337394,2.398563317
1,0.820342058,2.931877546,2.049147161,2.337432744,1.228805104,5.26931029
1,0.264358363,2.30544935,1.447482661,0.2636566,1.711841024,2.56910595
1,1.345829324,1.141024577,0.661231826,0.034482783,0.684597498,1.175507361
1,0.804233273,2.897510207,2.012870765,1.758404058,1.208637491,1.139106149
1,0.105499399,2.832152878,0.034435526,0.129953423,0.071063873,2.702199456
1,0.203394497,2.764316115,0.759232761,0.340373563,0.555838264,2.423942551
1,0.076888224,0.976026138,0.937076301,0.871214742,0.860188077,0.104811396
1,0.995372955,0.771942043,1.484903949,1.215587555,0.489530994,1.987529597
1,1.171461723,1.650852608,0.929735411,0.804590422,0.241726311,0.846262186
1,0.178763443,3.175206343,2.073842894,0.688804085,2.252606337,2.486402259
1,1.215481484,3.416953637,0.925881456,3.346622131,2.14136294,0.070331506
1,0.851561394,1.992379544,0.14783526,1.013080244,0.999396654,3.005459788
1,1.606004666,3.134501554,1.395408079,2.244579149,0.210596587,0.889922405
1,0.348405229,2.587070593,0.884377361,1.421937486,0.535972131,1.165133107
1,1.722860891,3.223792356,0.425392011,1.443341388,1.29746888,1.780450968
1,0.034477553,4.184975533,0.950200542,0.45244385,0.915722988,3.732531683
1,1.654149328,4.097947228,2.16858893,1.563979197,0.514439602,5.661926424
1,0.932713838,2.762227121,1.283554296,0.363247717,0.350840458,3.125474839
1,0.217898365,1.759315647,0.847531212,1.21567407,0.629632847,0.543641577
1,0.001565783,4.059026375,0.405821285,1.105306177,0.404255502,2.953720198
1,0.736750779,2.468718529,1.68924706,1.550724047,0.952496281,4.019442575
1,0.449313677,2.388586273,1.356373928,1.400568775,0.907060251,0.988017498
1,0.561524336,1.216608553,1.955729002,2.281459872,1.394204666,3.498068424
1,0.114258663,1.644941801,0.695041275,1.416522809,0.809299938,0.228418992
1,1.190601177,2.941143726,0.629064428,1.495417452,0.561536749,1.445726274
1,1.339901951,3.71488771,1.300974426,0.836480536,0.038927525,2.878407174
1,0.886939607,2.447390032,0.404259082,0.387980318,0.482680525,2.059409714
1,0.989735588,2.266176763,1.566933721,1.64398429,2.55666931,0.622192473
1,0.202206142,1.704955379,0.94871941,0.998870945,1.150925552,0.706084434
1,1.145108621,4.008473649,1.225273477,1.989820973,0.080164857,2.018652676
1,0.561446417,3.19474458,0.538138498,2.425484596,0.02330792,0.769259984
1,0.412581885,1.162984638,2.391261748,1.887045,2.803843632,3.050029638
1,1.087079423,1.569828942,0.721501607,1.827176393,0.365577816,0.257347451
1,0.652299241,3.081575244,0.805510973,0.377443079,1.457810214,3.459018323
1,0.20405474,0.987057313,0.45924808,1.001833921,0.25519334,0.014776607
1,0.731363771,2.906643909,0.911296655,1.579856469,1.642660426,4.486500378
1,0.305742846,2.733591863,0.199762974,0.527912451,0.105979872,3.261504315
1,0.80524989,3.363986416,0.393362147,1.240963076,1.198612037,2.12302334
1,0.284390691,1.551777612,1.999693546,2.5284905,2.284084237,4.080268112
1,0.6038734,2.504278761,0.349176682,0.960632819,0.953050082,3.46491158
1,1.309613011,2.312852005,0.774888448,2.321945613,0.534724563,0.009093608
1,0.212928093,1.619804063,0.715048484,0.724458662,0.502120391,2.344262724
1,0.662759906,2.916141182,0.653548449,3.011021979,1.316308355,0.094880798
1,0.326801183,3.9686707,2.866519033,2.245094466,2.53971785,1.723576234
1,0.978147262,2.497765937,0.432906159,1.756800255,1.411053421,0.740965682
1,0.166279025,2.71440366,0.455081998,1.726874656,0.288802973,4.441278316
1,0.494000046,2.925623291,0.545652143,0.350999543,1.039652189,3.276622835
1,0.051841886,2.263969052,0.498282743,0.488892804,0.446440857,1.775076249
1,0.417740145,4.345306035,1.261923517,2.734913878,0.844183372,1.610392157
1,1.390073272,2.265129519,1.590705661,1.668428902,0.20063239,0.596700617
1,0.127082684,2.23773756,0.308324034,2.04383393,0.18124135,4.28157149
1,0.718012404,3.508907923,0.560195619,1.193449375,1.278208023,4.702357298
1,0.482383302,0.930075535,0.883731468,1.544756769,1.36611477,2.474832303
1,0.834576772,1.751683859,1.548025389,0.514206679,0.713448617,1.23747718
1,0.369905653,4.414599597,1.087776665,2.60398568,0.717871012,1.810613917
1,0.894832246,2.826078078,0.116160413,0.225686449,0.778671833,3.051764527
1,0.323868105,2.341535513,0.7138449,0.211715172,0.389976796,2.553250686
1,0.873119269,2.282073086,1.64905933,1.167630183,0.775940061,3.449703268
1,0.301230975,3.332257341,0.284619499,1.629495757,0.016611477,4.961753099
1,1.164972792,3.053241454,2.259234308,2.220217046,1.094261516,0.833024409
1,0.398163466,3.261442011,0.979510159,2.363545453,0.581346693,0.897896558
1,0.417924117,2.405436812,0.191344203,1.683327721,0.226579914,4.088764533
1,0.660423448,3.652126826,0.715915336,3.223332567,1.376338785,0.428794259
1,0.868697007,2.170325429,0.496233576,2.063786059,0.372463431,4.234111488
1,1.066860683,1.474827819,0.461890659,1.785587116,0.604970024,3.260414934
1,0.568819547,2.441125743,0.907061379,0.168147586,1.475880926,2.272978157
1,0.59217831,2.923505127,0.501077417,0.041101925,0.091100893,2.882403202
1,1.237298101,2.105747493,1.458555965,0.57656511,0.221257864,2.682312603
1,1.179378133,3.449200136,0.914043838,1.851327078,2.093421971,1.597873058
1,0.150007644,1.412676508,1.044340656,0.81791393,0.894333012,0.594762578
1,0.145348904,3.75786611,0.846258516,0.724582305,0.99160742,4.482448415
1,0.019377707,2.375465113,1.088968789,1.623472363,1.108346497,3.998937476
1,0.043189323,1.386299878,1.677680502,2.348166009,1.63449118,3.734465886
1,1.37573974,1.186531267,0.690938475,0.496769109,0.684801265,1.683300376
1,1.545464131,0.636298085,0.052867257,0.322978152,1.598331388,0.313319933
1,0.588159551,2.179908728,1.344741591,0.822037542,0.75658204,1.357871185
1,0.043226921,3.136182776,0.154604327,0.713294336,0.111377406,2.42288844
1,0.589014354,2.996522143,0.146246503,1.819738458,0.442767851,1.176783685
1,0.969147396,0.6997396,0.217480187,2.906738087,1.186627583,3.606477687
1,0.667127893,1.624999654,0.005940031,1.233151134,0.673067925,0.39184852
1,1.306539553,2.545541392,1.215858288,2.869081649,0.090681265,5.414623041
1,0.757769743,3.411498489,0.140774854,0.755589877,0.616994888,4.167088366
1,0.651083094,2.960774321,0.755722769,3.002473096,1.406805863,0.041698775
1,0.655767634,2.039367434,0.302575098,1.757007792,0.958342732,3.796375227
1,0.08972792,3.559396991,1.405824089,1.583186859,1.495552009,1.976210131
1,0.720608305,1.821340913,1.576229146,1.75651282,2.296837452,3.577853733
1,0.811030038,1.998439287,0.426169188,0.421143913,1.237199226,2.4195832
1,1.216959492,2.416430433,0.540699563,0.676224883,0.67625993,3.092655315
1,0.024405161,1.19799454,0.133876841,0.650084097,0.10947168,0.547910443
1,0.194204747,2.40630108,0.052565958,2.393666589,0.246770705,0.01263449
1,1.08062928,3.491114676,0.473665768,1.172690418,0.606963513,4.663805094
1,1.558296792,2.989672167,0.671354441,1.465480982,0.886942351,1.524191185
1,0.515510414,3.989762063,1.766016658,1.292852833,1.250506244,5.282614896
1,1.012263749,2.248107298,0.98710112,0.978657105,0.025162629,1.269450193
1,0.767938543,3.910501664,0.166087561,0.728440469,0.934026104,4.638942134
1,0.328831098,2.352415517,1.106471468,1.389943074,0.77764037,0.962472443
1,0.676748419,2.943012045,1.256817646,0.792117836,1.933566065,3.735129881
1,1.179976765,2.12797072,1.155891167,1.230011972,2.335867932,3.357982691
1,1.098323502,1.600307985,0.931452185,0.675032488,0.166871317,2.275340473
2,0.256403782,2.708271901,1.671720567,1.749867556,1.415316785,0.958404345
2,0.649996389,3.204157851,0.206971581,0.743319591,0.85696797,2.46083826
2,1.223217554,3.083954145,1.517011143,0.546763862,0.293793589,3.630718007
2,0.894599677,3.087503169,0.26350361,1.368381163,1.158103287,1.719122006
2,1.182830723,1.271851567,0.849133964,0.825939446,2.031964687,2.097791013
2,0.119917423,3.57991755,1.242448407,3.133401695,1.36236583,0.446515855
2,1.421836487,2.638733803,0.33028207,1.700606067,1.752118556,4.33933987
2,0.459186507,1.624007826,0.052863603,0.250689643,0.406322903,1.874697469
2,0.506181746,3.0942589,2.067123899,0.624639662,1.560942153,3.718898562
2,0.874183088,3.014639094,0.282844784,1.108149999,1.157027872,1.906489095
2,0.14444101,2.501653224,2.040299705,1.056085988,1.895858694,3.557739212
2,1.393480885,1.450829767,1.694218078,2.416680844,0.300737193,3.867510612
2,0.366080115,2.921653627,1.369925234,0.385744296,1.00384512,2.535909331
2,0.863401375,3.162714135,1.066687363,0.072414365,0.203285988,3.09029977
2,0.359202549,3.141060037,1.101053804,1.522348998,1.460256353,1.618711038
2,1.101484827,1.867509832,1.86720679,2.466615916,0.765721963,4.334125748
2,1.065579767,3.451089154,0.058384285,1.77474018,1.123964053,1.676348974
2,1.579419522,2.725165404,0.283634389,1.954710923,1.863053911,0.770454481
2,0.064734565,2.937110476,0.011545122,0.972419442,0.053189443,1.964691034
2,0.109887518,2.543226203,0.758424464,1.430384501,0.648536946,1.112841702
2,0.238258074,3.637000946,0.705706379,1.677189448,0.943964453,1.959811498
2,1.792826899,3.846404869,0.277952838,2.770669005,2.070779737,1.075735864
2,0.408174846,2.187040044,0.860879266,2.231486515,0.45270442,0.044446471
2,0.059793115,3.040118177,0.243270277,1.398314608,0.303063393,1.641803569
2,0.734384296,2.833154473,1.241923405,2.614421958,0.507539109,0.218732515
2,0.835035324,3.341520905,0.23019209,0.413007135,1.065227415,3.75452804
2,1.277807661,2.261352837,1.736483757,1.178891306,0.458676096,1.082461531
2,0.646357767,1.75762622,1.330508905,0.16803825,1.976866672,1.58958797
2,0.957602622,3.431959336,1.731244591,0.906843237,0.773641969,4.338802572
2,0.574230898,4.106109096,0.979980388,1.057920709,1.554211285,3.048188387
2,0.042048685,1.503951288,0.568634639,2.355138669,0.610683324,3.859089957
2,1.109195342,1.011822284,0.244845745,2.382243617,1.354041087,3.394065901
2,0.205616217,1.313691061,1.326306585,1.129727166,1.531922802,2.443418227
2,1.004340671,2.807316434,0.376067915,1.637917541,1.380408586,4.445233975
2,0.375765873,3.59141852,1.542717786,1.862405811,1.166951913,1.729012709
2,0.986177071,2.750744682,1.46499455,0.888503641,0.478817478,3.639248323
2,0.1652797,3.73118215,0.248711223,1.395332841,0.083431523,2.335849309
2,0.801702256,2.818711297,1.024122136,2.655692058,1.825824392,0.163019239
2,0.422939436,2.626022529,0.975197074,1.101980705,0.552257638,1.524041824
2,1.015046075,2.121131524,1.660557668,2.188200574,0.645511593,0.06706905
2,1.29144163,2.734284842,0.36716577,2.693003086,1.6586074,0.041281756
2,0.641935483,1.612058257,0.106861194,3.105102588,0.748796677,4.717160845
2,0.750908988,2.345985113,1.746766616,1.688829543,0.995857628,4.034814656
2,0.861857961,0.975780883,1.758662003,3.064171393,0.896804042,4.039952276
2,0.485739825,3.009051117,1.550167225,0.127032476,1.064427401,2.882018641
2,0.199453291,2.628409569,1.464701232,0.222293268,1.265247941,2.406116301
2,0.945481302,2.153991113,1.327719057,0.028340344,0.382237755,2.125650769
2,0.003197968,2.371439298,0.839888856,0.356789789,0.836690888,2.728229087
2,0.660880314,2.138267652,1.476555083,2.507409912,0.815674769,0.36914226
2,0.185734349,1.201208181,0.902256225,1.478030891,1.087990574,0.27682271
2,1.56266711,1.002623008,1.795428407,0.90143503,0.232761298,1.904058038
2,1.194179067,2.23702158,1.404703116,1.832497101,0.210524048,0.404524479
2,0.835223454,2.950908242,0.743944168,0.784902968,1.579167622,3.735811209
2,1.323662855,2.026378997,0.461354396,0.242089748,1.785017252,1.784289249
2,0.034034769,3.666955059,0.395553493,0.373814168,0.429588262,4.040769227
2,0.673124208,1.760681587,1.181485609,0.085394997,0.508361401,1.67528659
2,0.349449735,2.820095721,1.211564818,0.671160189,1.561014553,2.148935531
2,0.651990109,3.626416808,1.932406802,1.475574309,1.280416693,2.150842499
2,0.88988634,2.32712304,1.250507231,1.63048496,0.36062089,3.957608
2,0.333029449,3.50582868,1.47800732,1.681456531,1.14497787,5.187285212
2,0.04558128,2.118633019,0.870343793,0.920226408,0.824762513,3.038859427
2,0.212472366,3.917327992,0.682976159,0.202155522,0.895448525,4.119483514
2,1.228219964,3.245267892,0.636969148,1.801426323,1.865189112,5.046694215
2,0.450126201,4.028433455,1.917466889,1.943355134,1.467340688,2.085078322
2,0.255523355,1.442103073,0.16254487,0.711741189,0.418068225,2.153844263
2,0.682666589,1.995614037,1.128812206,2.504735031,0.446145616,4.500349069
2,0.04309965,2.219942606,1.171495954,2.068428778,1.128396304,0.151513828
2,0.839933163,2.721832036,0.773010791,2.145143548,1.612943954,0.576688488
2,0.478169669,3.753560633,0.7114131,0.459450723,1.189582769,4.213011356
2,1.35014327,1.024752157,0.07396698,1.933555462,1.27617629,2.958307619
2,1.266174017,1.795668491,0.60208576,2.277928796,1.868259776,4.073597287
2,0.322976699,2.965415585,0.880000449,2.404286598,1.202977149,0.561128987
2,0.451863844,2.345574505,0.889880077,1.954753646,1.341743921,4.300328152
2,0.097170886,4.423710423,0.013626217,1.125644147,0.110797104,5.54935457
2,0.853698582,3.60723557,0.515037656,1.441322681,1.368736238,5.048558251
2,0.551409288,1.012531083,0.58541528,0.610896411,1.136824568,0.401634672
2,1.00723521,2.159421337,1.53874466,1.445266496,0.53150945,0.714154841
2,0.564076236,3.438832857,0.290634033,1.441827579,0.854710269,4.880660436
2,1.289984834,1.054651011,0.576186695,1.92454922,1.86617153,2.979200231
2,0.490295459,1.993456036,0.710733302,2.66494927,0.220437844,4.658405306
2,1.224138481,2.795782662,0.386682661,2.589251537,1.610821142,5.385034199
2,1.063402132,1.668181094,0.38149139,0.198494438,1.444893522,1.469686656
2,0.454902187,3.200273765,0.873187639,0.436050725,0.418285452,2.76422304
2,0.427608613,1.927659524,0.117310402,2.025932756,0.544919015,3.95359228
2,0.808556284,1.892849943,1.739413807,2.723870775,0.930857523,4.616720717
2,0.105379949,1.597367212,0.716856377,3.252826648,0.611476428,4.85019386
2,0.563437114,3.348671755,1.930169528,1.482095505,1.366732414,4.830767261
2,0.19442872,2.78101159,0.494284005,0.250023541,0.688712725,3.031035131
2,1.327478976,1.442055604,1.822788568,3.156797988,0.495309592,4.598853592
2,1.286683198,2.845234245,1.977698117,1.276038154,0.691014919,1.569196092
2,0.307447478,1.948279419,1.645365818,0.468584344,1.337918339,1.479695075
2,0.662729271,2.61942213,0.268188721,1.771734339,0.930917993,4.391156469
2,0.14371925,1.55691616,0.742522731,1.944734739,0.59880348,3.501650899
2,1.617783473,2.545425755,0.248448614,1.789309213,1.866232087,0.756116542
2,0.382003091,0.848332958,1.008620526,0.489600692,1.390623618,1.337933649
2,1.980289011,2.330102673,1.869025511,0.961272158,0.1112635,1.368830516
2,0.104654177,3.136982319,1.676953299,1.602807898,1.781607475,4.739790217
2,0.593147361,3.609581265,1.7347895,2.366341009,1.141642139,1.243240257
2,1.191722657,2.611273146,1.658451617,1.199508174,0.466728961,1.411764972
2,0.3250118,2.619376634,1.619472872,0.922312952,1.294461072,1.697063681
